word,count
wanton,1
sevenyearolds,1
guns,3
smile,1
wartorn,1
turmoil,1
dismay,1
fought,3
diversity,4
humbled,1
representing,1
expectations,2
continent,8
embraced,1
transformation,3
beacon,1
notable,1
exceptions,1
corrupt,1
iron,1
fists,1
continual,1
wallowing,1
ghanaian,1
barack,5
transform,2
brimming,1
persist,1
enter,1
accountable,3
scheduled,1
subsaharan,1
overthrows,1
stands,3
postelection,1
cte,2
divoire,2
niger,1
guinea,1
exemplary,1
oversaw,1
barracks,1
ecowas,1
nonincumbent,1
measured,1
totaling,1
africans,1
experiencing,1
exceptional,1
ghana,2
mozambique,1
mali,1
tanzania,1
cape,1
verde,1
botswana,1
burkina,1
faso,1
moving,5
dependence,1
extractive,1
industries,3
agriculture,1
consumer,1
brace,1
emblematic,1
purchasing,1
rains,1
engage,1
intelligently,1
instability,1
pushed,1
stubbornly,1
aims,2
proper,1
allocation,1
assistance,1
propels,1
middleincome,1
charts,1
southsouth,1
partnerships,1
brazil,1
nigeria,1
expansion,1
closer,2
renaissance,1
commodity,1
temporary,2
raw,1
exhaustible,1
moreover,1
shocks,1
transfer,1
products,1
rail,1
supply,3
geologists,1
marketers,1
stunted,1
resource,2
extraction,1
signs,1
producing,1
manufacturing,3
trading,2
cooperating,1
accountability,3
transparency,1
calling,5
card,3
donor,1
adjudicate,1
closeddoor,1
reelection,4
consensus,1
africas,3
select,1
peaceful,4
riven,1
rivalries,1
tribalism,4
nonetheless,1
cautious,2
anxieties,2
impressive,3
rebirth,1
reversible,1
decadeslong,1
resilience,1
unfolded,1
characteristics,1
swept,1
endless,1
possibilities,1
gradual,1
descent,1
militarism,1
sectarian,1
blessed,5
watch,2
ashes,1
consolidate,1
dividends,1
speeding,1
predictability,1
walls,10
identities,1
forged,1
retold,1
increasingly,1
vocal,1
governed,1
templates,1
overturned,1
internally,1
character,5
heretofore,1
asserting,1
tragic,1
traditional,4
cnncom,1
facebook,11
youtube,2
twitter,2
networking,1
sites,1
grandchildren,1
overall,1
instruments,1
quaint,1
hedge,1
funds,1
economies,1
adjusted,1
tunisian,1
inexorably,1
digital,2
heightened,1
correlation,1
preconditions,1
connectivity,1
friendster,1
succumbed,1
phases,1
chroniclers,1
announce,1
salvage,1
devastation,1
caused,2
advocate,1
rebounded,1
catalyzing,1
f,2
massachusetts,2
analyzed,1
intellectuals,1
disinterested,1
viewpoint,2
ballots,1
distinctive,1
icons,1
voters,1
illiterate,1
sloganeering,1
populism,1
launch,3
impacted,1
bringing,3
ocean,1
ellison,2
dismayed,1
correctives,1
motion,2
regeneration,1
attendee,1
dialect,1
electronically,1
opening,3
doors,1
realm,2
fiction,1
village,2
presidency,2
altered,2
represents,2
beat,7
score,1
november,1
strongest,1
contender,1
incumbent,1
win,4
relationship,3
secured,1
urge,5
deterred,2
females,1
ample,2
jaded,1
cynical,4
cynicism,2
beautiful,5
guaranteed,1
prison,3
persisted,1
indicates,1
appreciate,2
appreciation,1
scare,2
fulfilled,1
demands,2
bullish,1
characteristic,1
quests,1
accomplish,2
embrace,5
awaits,1
haven,1
uh,4
celebrated,2
bit,2
slept,2
mail,1
yale,3
worldliness,1
electric,1
soaked,1
grueling,1
goofing,1
acquiring,1
hobbies,1
exploiting,1
libraries,1
cafes,1
gained,2
owe,2
gratitude,3
wary,1
impart,3
theres,13
nineyearold,1
uncool,1
trepidation,1
buchwald,1
humorist,1
screw,1
green,1
slowest,1
recovery,1
worries,2
eleven,1
fearful,1
daily,3
hotter,1
sketch,1
perspective,1
profoundly,1
richest,3
geopolitical,1
geomilitary,1
competition,4
plot,1
data,7
seventy,2
preceding,2
ninety,1
steven,1
pinker,1
argues,1
flourish,1
robust,1
sixteen,1
doubled,1
eighty,1
thriving,1
flourishing,1
previously,2
unimaginable,3
slow,3
grow,2
sixtypercent,1
fast,3
estimates,1
reduced,1
reduction,1
chinese,1
expectancy,3
risen,3
everyday,2
exercising,2
babies,2
hygiene,1
medicine,2
atul,1
gawande,1
practicing,1
surgeon,3
magazine,1
tells,3
nineteenth,1
amputate,1
patients,3
leg,1
amputated,1
assistants,1
sepsis,1
onlooker,1
shock,2
procedure,1
fatality,1
cell,2
phones,1
pockets,2
computing,2
apollo,1
capsule,2
moon,3
tweet,1
moores,2
eighteen,1
costs,1
petering,1
arenas,1
genome,1
sequenced,1
customization,1
intersect,1
globally,1
fourfold,1
forty,2
sevenfold,1
favorite,5
representatives,2
managed,4
grant,1
counterparts,1
pork,1
barrel,1
spending,5
rooms,1
increasing,1
enrich,1
ennoble,1
dynamic,1
hosts,1
dominates,1
industrialized,1
demographically,1
drive,1
demographic,1
profile,1
complacency,1
troubles,1
depressions,1
dozens,2
matched,1
hn,1
virus,2
trajectory,1
viruses,1
conceivable,1
asian,1
flu,1
mexican,1
identified,1
practices,1
tracked,1
quarantined,1
vaccinated,1
fullscale,1
alert,1
catholic,1
sundays,1
soccer,1
fuss,1
wondered,3
overreacted,2
reacted,1
dealt,2
peak,1
production,1
fell,2
coordinated,1
usher,1
al,1
qaeda,1
cooperated,1
considerable,1
astounding,1
crises,1
easily,2
firms,1
constitute,1
betting,1
according,2
supposed,5
nanotechnology,1
bioengineering,1
havent,3
honestly,1
trends,1
rewarded,3
virtues,2
statues,3
anymore,2
weird,1
metal,1
modernist,1
sculptures,1
strange,3
doodads,1
hanging,1
ethics,1
instincts,1
stalking,1
favor,1
miles,3
godspeed,1
wow,2
honorans,1
carl,1
james,4
rothenberg,1
stephanie,1
wilson,2
bow,2
henry,1
lewis,4
hello,3
allowing,2
chapter,3
quantify,1
accompanies,1
mississippi,4
teary,2
milestone,1
inspiration,1
anybody,3
screwed,1
quad,2
master,2
doctor,2
necessarily,2
obsessive,1
personality,4
helps,1
admit,3
unexpectedly,1
fire,1
contest,1
nashville,1
tennessee,1
hair,2
entered,2
swimsuit,1
lady,2
barbara,9
walters,2
mouth,2
whoa,1
pushing,4
stayed,2
oprah,5
winfrey,3
slot,1
comfortable,1
recalculate,1
territory,2
break,4
initials,1
launching,1
outlet,1
proclaimed,1
venture,2
flop,3
usa,2
headline,1
stressed,1
frustrated,1
frankly,1
embarrassed,2
possibly,1
succeeding,1
shower,6
bag,1
oreos,1
hymn,2
stuck,2
hole,4
prouder,1
studied,2
nagy,2
ms,2
walk,8
decisively,2
stumble,3
constantly,3
averages,1
myth,1
icarus,1
spoon,1
feed,2
okay,10
mourn,1
heres,5
mistake,2
mistakes,8
internal,6
emotional,2
gps,3
competitive,1
employs,1
straighter,1
bullets,1
ceo,1
scientist,3
winners,1
pulitzer,2
prizes,3
rsum,2
collection,2
titles,1
inevitably,2
dharma,1
interviewed,1
girl,7
collect,2
pocket,1
herself,3
bucket,1
pennies,1
nickels,1
dimes,1
send,1
angel,6
kindness,2
hurricanes,1
rita,1
focused,2
shows,2
interviews,2
philanthropy,1
ventures,1
unites,1
redeeming,1
separates,2
isnt,8
clarity,1
illuminate,1
transcendent,1
angels,2
becomes,2
moore,1
interview,3
francine,3
wheeler,2
ben,1
sandy,1
hook,1
tragedy,2
gun,3
legislation,1
strengthen,1
checks,2
voted,2
refused,3
discouraged,1
broken,1
spirits,1
husband,4
demonize,2
vilify,1
minute,4
darkness,4
banished,2
polarized,1
paralyzed,2
selfinterested,1
pessimism,1
regurgitated,1
cable,1
channel,1
robbing,2
incompatible,1
citizenship,1
undocumented,2
reside,1
enforce,1
welcomed,2
huddled,1
masses,1
shores,1
parties,3
indigent,1
roof,2
heads,4
passionate,2
breaking,1
body,4
politic,1
impervious,1
attending,1
maya,1
angelou,1
analog,1
platform,1
tumblr,1
billions,2
seconds,1
detachment,1
disengagement,1
disappointed,1
dejected,1
repeat,2
turnout,1
finely,1
honed,1
radar,1
bs,3
spin,1
phoniness,1
artificial,2
nastiness,1
saturates,1
requires,7
authentic,2
honesty,1
denominator,2
divided,4
validated,1
shuts,2
heroes,2
housewives,1
perpetrators,1
beyonce,2
beyonceness,1
finishes,1
strangers,1
facetoface,1
speed,2
anonymity,1
somebody,2
elses,3
shoes,1
imperative,1
boy,4
massacred,1
friday,2
illuminates,1
beingness,1
cracked,1
laughing,2
gee,1
anxiety,1
hesitation,1
comfort,1
putting,1
credentials,1
disappointments,1
fulfill,1
truthful,1
max,1
lift,1
theologian,1
howard,1
thurman,1
michael,10
stolzenberg,2
fort,1
lauderdale,1
bacterial,1
infection,1
instant,1
quadruple,1
amputee,1
wheelchair,1
sorry,3
prosthetics,1
lacrosse,1
boston,9
marathon,2
bombing,1
amputees,3
banish,1
harris,3
mikeysruncom,1
scary,2
scared,1
collected,1
khadijah,2
williams,1
attended,1
garbage,1
bags,2
amongst,1
pimps,1
prostitutes,1
dealers,1
stores,1
walmart,1
bathe,1
smell,1
front,3
count,1
katie,1
exact,1
spot,2
omg,1
lets,12
theyve,1
exhausted,1
referring,1
exams,1
olympics,1
dance,1
booze,1
cruise,2
moonlight,1
seventh,1
football,1
mens,2
basketball,1
ncaa,1
tournament,1
squash,1
championship,1
whod,1
thunk,1
athletic,2
powerhouse,1
johns,3
hopkins,3
matriculated,1
bschool,1
stellar,1
anyway,1
noticed,1
elsies,1
sandwich,1
burrito,1
wursthaus,1
beer,1
sausage,1
artisanal,1
gastropub,1
heck,1
holyoke,1
smith,2
hate,4
walked,7
bloomberg,6
arrived,2
experiment,1
holding,1
freely,3
openly,1
mike,5
httpwwwmikebloombergcomnewsmikebloombergdeliversremarksatharvarduniversitysrdcommencementceremony,5
anothers,1
inseparable,1
sacred,2
holds,4
perpetually,1
tyrannical,1
tendencies,3
monarchs,1
mobs,1
majorities,1
lately,1
campuses,4
witnesses,2
trend,1
mosque,2
polls,1
twothirds,1
antidefamation,1
league,7
regarded,1
ardent,1
defender,1
rallies,1
demonstrations,1
denounced,1
developers,1
demanded,1
protected,3
cave,1
block,1
believers,2
worship,2
diametrically,1
opposed,2
protections,1
rests,2
april,1
threatening,1
godless,1
protects,2
philosophy,3
constant,1
vigilance,1
fiercely,1
marry,2
offend,1
immoral,1
unjust,1
attempting,3
restrict,2
injustice,1
deny,6
privileges,1
repression,2
appear,1
joe,1
mccarthy,2
repress,6
criminalize,1
sympathized,1
mccarthys,1
communism,1
upend,1
revolutions,1
ideology,5
chances,1
galileo,1
nelson,1
mandela,1
vclav,1
havel,1
ai,1
wei,2
pussy,1
riot,1
iran,1
repressing,3
conservative,4
antithetical,2
firstrate,1
scholarship,2
floating,1
scholars,3
conforms,1
censorship,5
modernday,1
mccarthyism,1
wing,2
liberals,3
endangered,1
ivy,5
commission,1
campaign,1
employees,1
ninetysix,1
disagreement,1
politburo,1
donors,2
statistic,1
endorsed,1
monopoly,1
candidate,1
exposed,4
ethnicity,2
homogenous,1
granting,1
conduct,2
afoul,1
societal,1
norms,3
conservatives,1
credibility,1
predictably,1
partisan,1
liberalism,1
forum,1
researching,1
debating,1
unpopular,2
requiring,1
conform,2
undermines,3
disturbing,1
withdraw,1
invitations,1
rescinded,1
shockingly,1
administrators,2
brandeis,1
haverford,1
rutgers,1
swarthmore,1
objectionable,1
outrage,1
thinks,1
twice,1
inviting,3
conformity,1
mortal,1
season,1
censored,1
commissioner,1
lecture,3
silence,3
mob,1
silencing,3
pedagogically,1
deprive,1
stuart,1
mills,1
passage,1
peculiar,1
posterity,1
dissent,1
continued,6
deprived,1
exchanging,1
error,2
livelier,1
collision,1
mill,1
horrified,2
opinions,2
campaigns,2
tenured,1
hypocrisy,1
northeast,1
bastion,1
selfprofessed,1
glad,1
caved,1
colorado,1
johnston,2
yesterday,1
rescind,1
ryan,3
encountered,1
explored,1
debated,1
weighing,1
prejudging,1
determining,1
ears,1
counter,3
emulate,1
barred,1
centers,1
placed,1
delayed,1
obamas,1
vivek,1
murthy,1
physician,1
gall,1
shootings,1
regularly,1
santa,1
malpractice,1
frightening,1
carolina,5
adopted,1
legislature,2
blocked,1
selection,1
mentioning,1
ideological,3
legislators,2
proof,2
woolly,3
mammoth,3
beasts,1
barricades,1
evolution,1
unwilling,1
skepticism,2
seeks,1
stubbornness,1
attitude,2
toward,3
abdicated,1
occurs,1
percentage,1
gdp,2
catch,3
surpass,1
flunking,1
gridlock,1
broker,1
dissertation,2
defense,1
defending,1
silent,1
complicit,2
crowd,2
lumps,1
arc,2
tonight,1
scorpion,1
bowl,1
kong,1
freer,1
bless,1
khurana,1
genuinely,1
primarily,1
leaked,1
wikileaks,1
release,3
hack,1
email,3
ghost,3
initial,2
blessedly,1
lucky,6
ferrell,1
hungover,1
freshly,1
insecure,2
worthiness,1
freshman,3
kindergarten,1
dumb,1
actress,2
apology,3
comedian,1
writer,6
diplomas,1
insecurities,2
inexperience,5
carve,1
defined,1
amusement,1
soontobe,1
watched,1
arcade,1
throwing,1
ball,1
jewish,2
skipped,1
imagining,2
aim,1
arm,1
concentration,1
tickets,1
crappy,2
toys,2
feeling,7
accomplishment,1
aspects,1
shaded,1
cent,1
sticky,1
stretchy,1
childs,1
nature,1
innate,1
false,6
idols,1
prestige,2
fame,1
recruited,1
coveted,1
bump,1
trope,1
fruits,1
trusted,1
contradiction,1
reconciled,2
instructive,3
trap,1
island,1
syosset,2
ooh,2
prada,1
flatironed,1
accent,1
connecticut,2
mimicked,1
florida,1
oranges,1
chocolate,1
cherries,1
m,1
starting,5
backpack,1
whiteout,1
hated,1
notebooks,1
yearbook,1
contestant,2
jeopardy,1
code,2
nerdiest,1
episode,1
staring,1
gotten,1
rigor,1
paper,3
alarmed,1
intimidated,1
calm,1
dalton,1
exeter,1
workload,1
pages,1
thesis,1
declare,2
intentions,1
articulate,1
frivolous,1
meaningful,8
concerned,1
inability,1
bernie,1
sanders,1
marco,1
rubio,1
cruz,1
hilary,1
clinton,1
seriousness,2
bearing,1
prophecy,1
shake,1
selfdoubt,1
neurobiology,1
hebrew,3
needless,1
sunday,1
burn,1
effigy,1
pagan,1
gods,1
grade,2
inflation,1
aleph,1
yod,1
yshua,1
mechanisms,1
neuroresponse,1
pop,2
magazines,1
matrix,1
seriousnesss,1
trophy,1
dubious,1
pose,1
halfimagined,1
mentors,3
acceptable,1
siting,1
films,6
reclaimed,1
curiosity,2
encouraged,1
flower,2
shadow,1
scarry,1
coslin,1
visual,1
cortex,1
activated,1
designer,1
wearing,1
fitness,1
makeup,1
tips,1
stupid,1
wood,1
paneled,1
halls,2
colorful,1
leaves,1
vanilla,1
toscaninis,1
overstuffed,1
library,3
chairs,1
dining,1
screaming,1
ah,1
romanticize,1
pills,1
depressive,1
missing,1
daylight,1
sophomore,2
crying,4
meetings,1
pull,2
bed,2
motto,3
jumbo,1
pack,2
sour,1
patch,1
feat,1
couple,4
tokyo,2
ate,1
sushi,3
restaurant,3
eat,1
fish,1
vegan,1
vegetables,1
dreamed,1
marveled,1
rice,2
explained,2
restaurants,1
dish,1
tempura,1
teriyaki,1
beautifully,1
pleasure,2
perfection,2
beauty,1
ethic,1
virtuosity,1
singular,1
enjoyment,1
appallingly,1
verbatim,1
portman,1
universally,1
tepid,1
critic,1
commercially,1
leon,1
releasing,1
initially,1
possibility,2
foremost,2
trophies,1
industry,1
reactions,2
predictors,1
works,4
legacy,1
glean,1
thoroughly,1
confused,1
producers,1
alike,1
gotyas,1
independent,11
prado,1
goya,1
spanish,1
inquisition,1
vendetta,1
studio,1
fighters,1
menachem,1
weather,4
highness,1
pothead,1
comedy,2
danny,1
mcbride,1
laughed,1
box,1
receipts,1
swan,4
dancers,2
technique,1
quirks,1
flaws,2
ballerina,3
balanced,1
technically,2
jump,1
authoring,1
darren,2
aronofsky,1
nina,1
artistically,1
finds,1
financially,1
receiving,1
accolades,1
artistic,2
portray,1
dancer,1
daring,1
oblivious,1
woefully,1
unprepared,2
wholeheartedly,1
cinema,1
doubles,1
limitations,2
filming,1
similarly,1
directed,2
eightyearold,1
costar,1
terrified,1
ignorances,1
directors,2
handle,1
surgery,1
movies,7
admittedly,1
drastic,1
professions,1
allows,1
realistic,1
thereof,1
realism,1
favors,1
diving,2
obliviousness,1
confident,1
decry,1
inflated,2
ego,1
asset,3
unconventional,1
violinist,1
compose,2
pieces,2
cluttered,1
forge,1
clumsy,1
fulfilling,2
sounding,1
interactions,1
finca,1
microfinance,1
communities,11
attend,1
secondary,1
kenya,1
tracking,1
gorilla,1
conservationists,1
clich,1
reminds,1
someones,2
feats,1
crew,1
lasting,1
nursed,1
heartaches,1
weddings,1
funerals,1
rocked,1
thrown,1
creating,4
friendship,1
toddling,1
haggard,1
disheveled,1
grab,2
pissed,1
tricking,1
remembering,1
sunny,1
frisbee,1
throwers,1
frigid,1
dwelling,1
farther,1
thinkers,1
abraham,2
joshua,1
heschel,1
choi,1
supportive,1
kvelling,1
congratulating,1
teens,1
studios,1
reenroll,1
father,7
insisting,1
fifties,1
reenrolled,1
cal,1
beach,1
paleontology,1
jurassic,3
units,1
characterdefining,4
awakens,1
rey,1
realizes,1
indiana,2
jones,1
pile,1
snakes,1
twohour,1
handful,1
string,1
trained,2
employers,1
creep,1
nilsson,1
song,1
talkin,1
echoes,1
audible,1
noticeable,1
paying,1
intuition,7
kicked,4
tandem,1
shouts,1
whispers,1
tuned,1
escapist,1
reflected,1
cared,2
celluloid,1
bubble,1
worldview,1
purple,1
imagined,2
shug,1
avery,1
wants,3
gut,1
characters,2
painful,2
lasts,2
innovators,1
motivators,1
caretakers,1
crichton,1
liked,1
leaf,1
tree,1
majors,1
shapenot,1
culturally,1
inundated,1
swarmed,1
grandparents,3
emigrated,1
bored,1
reallife,1
didactic,1
bonus,1
villains,1
literary,1
constructs,1
whisper,1
compelled,2
oskar,1
schindler,1
morals,1
swayed,1
convenience,1
expediency,1
sticking,2
courageous,2
charm,1
handed,1
tool,2
hes,7
widener,2
zero,1
cosmetic,1
introduce,1
familys,1
available,1
backup,1
clarence,1
inscribes,1
tad,1
unapologetically,1
sentimental,1
kate,1
heros,1
quiver,1
villain,1
vanquish,1
homophobia,1
hatred,5
kid,2
bullied,1
upsetting,1
tame,1
fading,1
embassy,1
shoah,1
survivors,2
testimonies,2
gathering,3
genocides,1
cambodia,1
armenia,1
nanking,1
inconceivable,1
atrocities,2
sox,1
fans,1
wired,1
rooting,1
darker,1
instinctively,2
genetically,1
divide,1
burning,1
hasnt,1
surging,1
islamophobias,1
discriminated,1
minorities,1
border,2
lgbt,1
gotta,1
repair,1
replace,1
yalies,1
peaceably,1
arent,3
loud,1
hollywoodworthy,1
backdrop,1
bears,1
souls,1
tread,1
conant,1
radiance,2
deeds,2
repaid,2
captain,1
miller,1
earn,1
contact,1
creates,2
devices,1
rows,1
emotion,1
mixed,1
discomfort,2
futures,1
actual,1
hollywoodstyle,1
outrun,1
t,2
rex,1
criminal,1
itll,1
ec,1
downstairs,1
swear,1
incredible,2
threw,3
tshirt,1
backwards,1
tag,1
kx,2
jin,1
priscilla,7
prank,1
facemash,3
pfoho,1
belltower,1
romantic,1
shes,1
lifelong,1
millennials,4
visited,2
nasa,1
janitor,3
carrying,1
broom,2
reliably,1
automation,2
eliminating,1
membership,2
depressed,2
void,1
juvenile,1
detention,1
opioid,1
addicts,1
somewhere,3
factory,1
workers,3
kirkland,1
nochs,1
joining,2
wed,1
startup,1
tore,1
tense,1
advisor,1
frayed,1
management,1
hardest,1
imposter,1
redefining,2
tens,1
replaced,1
selfdriving,1
trucks,1
volunteers,2
immunized,1
polio,1
hoover,1
dam,2
eureka,1
inadequate,1
prevents,1
seeds,1
math,1
formulas,1
crazy,1
blamed,1
upfront,1
initiative,2
criticized,2
generationdefining,1
destroy,2
installing,1
solar,1
curing,1
track,1
genomes,1
x,1
treating,1
sick,2
cures,1
fix,2
modernizing,1
online,1
personalizing,1
entrepreneurial,2
entrepreneurship,2
thrives,1
chat,1
players,1
halo,1
hurts,1
historic,2
overindexed,1
rewarding,1
shots,1
loans,1
entrepreneurs,1
pursued,1
cushion,2
expands,2
definition,1
metrics,1
affordable,1
childcare,1
focuses,1
locking,1
stigmatizing,1
keeps,1
continuous,1
chan,1
zuckerberg,1
promoting,1
charitable,1
donation,1
charity,1
shed,1
complained,1
targeted,1
dinner,1
baby,1
survey,1
defines,1
citizen,1
encompasses,1
bends,1
tribes,1
pandemics,1
unstable,1
inwards,1
authoritarianism,2
isolationism,1
nationalism,1
immigration,1
houses,1
sports,1
teams,1
churches,1
expand,1
horizons,1
declined,1
onequarter,1
agnes,2
igoye,1
whos,1
navigating,1
trains,1
enforcement,1
officers,1
kayla,2
oakley,1
niha,2
jain,1
nonprofit,1
connects,1
illnesses,1
razu,1
aznar,1
councilor,1
successfully,1
latin,1
francisco,1
breakfast,1
birthday,1
struggling,1
blown,1
calls,3
prayer,1
mi,1
shebeirach,1
sing,1
tuck,1
blessing,2
introduction,1
laughter,7
madam,2
heights,1
allinclusive,1
genius,1
sees,1
eisenhower,1
responding,1
cry,1
unity,1
foremothers,2
forefathers,2
randolph,1
boat,1
sidelines,1
cole,1
ana,1
goodman,1
nick,1
shrener,1
register,1
precious,1
noninstrument,1
plead,1
rescue,1
spaceship,1
cleaner,1
greener,1
unborn,1
smv,1
grew,2
alabama,4
farm,1
picking,1
cotton,1
peanuts,1
corn,1
falling,1
cheers,1
traveller,1
elementary,1
nonviolent,1
humane,1
breath,2
roll,3
sleeves,1
bodies,1
seated,1
greyhound,1
trailway,1
virginia,2
georgia,2
beaten,2
arrested,4
jailed,1
mate,1
gentleman,1
bloody,1
seatmate,1
klan,1
apologize,1
hugged,2
cried,5
nonviolence,1
lay,3
hath,1
heavy,1
admired,1
assassinated,1
indianapolis,1
campaigning,1
bobby,3
tears,1
headlight,1
taillight,1
montgomery,1
aunt,4
sineva,2
shotgun,4
dirt,2
brush,1
dogwood,1
branches,1
sweep,1
sisters,1
cousins,1
unbelievable,1
storm,1
blowing,1
thunder,3
rolling,1
lightning,3
flashing,1
blow,2
flash,2
tin,1
gloucester,1
guide,2
bacow,2
intensive,1
hermann,3
hesse,3
native,1
beginnings,3
dwells,1
guiding,1
completed,1
grips,1
gdr,1
dictatorship,1
oppressed,1
surveillance,2
dissidents,1
persecuted,1
flee,1
berlin,7
concrete,1
steel,1
caught,1
overcome,1
academy,1
apartment,1
frustrating,1
dissident,1
bang,1
impose,1
prohibitions,1
coercion,1
unleashed,1
poland,1
hungary,2
czecholsovakia,1
dared,1
streets,1
demonstrated,1
firsthand,1
dear,4
stone,1
inalterable,1
betrayal,1
victors,1
remained,1
irreconcilable,1
overcame,1
centuriesold,1
firmly,1
europeans,1
germans,1
demonstrates,1
wartime,1
ceremonies,1
transatlantic,1
lasted,1
protectionism,1
affects,1
facets,2
displacement,2
planets,1
resulting,1
humanly,1
selfcriticism,1
neutrality,1
tackle,1
unilateral,1
outward,1
isolationist,1
considerably,1
processing,1
copy,1
ibm,1
mainframe,1
manufactured,1
images,1
symptoms,1
diagnose,1
empathetic,1
robots,1
doctors,1
nurses,1
predict,1
applications,1
communicate,1
chancellor,2
dictating,1
prioritize,1
consumers,1
objects,1
inalienable,1
accordance,1
impulses,1
snap,1
truthfulness,1
discuss,2
maxim,1
normality,1
ignorance,2
narrowmindedness,2
skin,1
colors,1
preventing,1
envisioning,1
givens,1
hem,1
dictatorships,1
disappear,1
halt,1
warming,1
eradicate,1
starvation,1
eliminate,1
focusing,1
bundestag,1
republic,1
amidst,1
sixth,1
politician,1
tear,1
breathe,1
emergency,1
emphasizing,1
plainly,1
elemental,1
misinformation,1
disinformation,1
delusions,1
deceit,2
expertise,3
imperfect,1
testy,1
colonies,1
edition,1
governor,1
shut,2
fortunately,1
madison,2
championed,1
examining,1
absorbed,1
alien,1
sedition,2
adams,1
woodrow,1
nazi,1
imperial,1
emphasize,1
presss,1
guaranteeing,1
hugo,1
bare,1
secrets,2
evident,1
amid,1
columnist,2
shocking,1
priest,3
accused,2
abusing,1
lawsuit,1
alleged,1
cardinal,3
serial,1
abuse,5
repeatedly,1
reassign,1
parish,2
warning,1
archdiocese,1
baseless,1
reveal,3
sealed,1
journalists,10
investigation,1
prevailing,1
ministry,1
enabling,1
clergy,1
diocese,1
offenses,1
covering,2
practiced,1
thomas,1
doyle,3
vain,1
reverberate,1
enemy,1
ally,1
sorely,1
doyles,1
desk,1
reminder,1
wrongdoing,1
pioneer,1
lyrics,1
reprisal,1
acknowledge,1
crave,1
crush,1
worrisome,1
delegitimize,1
dehumanize,1
license,1
nearrecord,1
charge,1
unheard,2
turkey,1
list,3
turkish,1
extinguished,1
imposes,1
tightest,1
waged,1
nieman,1
andras,1
petho,1
investigative,1
turning,1
propaganda,2
hungarys,1
exploited,1
pandemic,1
inconvenient,1
escalate,1
fiveyear,1
spreading,1
supposedly,1
harassment,2
arrest,1
maria,1
ressa,1
onlineonly,1
battling,1
fronts,1
prosecution,1
bogus,1
ownership,1
posted,1
bail,1
myanmar,1
reuters,1
wa,1
kyaw,1
soe,1
oo,1
investigating,2
rohingya,1
jamal,1
khashoggi,1
saudi,3
arabias,1
consulate,1
istanbul,1
offense,1
sharply,1
murders,1
vengeance,1
colleagues,3
elizabeth,5
neuffer,1
correspondent,1
mentor,1
vivacious,1
iraqi,1
driver,1
traveling,1
abductions,1
instantly,1
translator,1
fearlessness,1
abuses,2
anthony,5
shadid,1
ramallah,1
jerusalem,1
escaped,1
recovered,1
egypt,1
harassed,1
libya,1
detained,1
progovernment,1
militias,1
abused,1
syria,1
apparently,1
asthma,1
reporters,1
photographers,1
videographers,1
frontline,2
presentday,1
eyewitnesses,1
veritas,2
wields,1
speaks,1
loudest,1
enlightenment,1
derives,1
factual,1
rely,2
acutely,1
jeopardized,1
wishful,1
invented,1
devalued,1
systematic,1
disqualify,1
arbiters,1
tops,1
populate,1
historians,1
mocked,1
dedication,1
vigorous,1
headed,1
soulmates,1
selfish,1
nihilistic,1
conclude,1
regardless,1
entering,1
hannah,1
arendt,1
origins,1
gigantic,1
monstrous,1
falsehoods,1
unquestioned,1
falsehood,1
cease,2
cleverness,1
infinite,1
repetition,1
renowned,1
thinker,1
walter,2
lippmann,3
harbored,1
asserts,1
defects,1
overly,1
aftermath,1
hurricane,2
andrew,1
miami,1
herald,1
lax,1
zoning,1
inspection,1
codes,1
contributed,1
charleston,1
gazettemail,1
opioids,1
flooded,1
contributing,1
louisianas,1
reliable,1
residents,1
shameful,1
mistreatment,1
veterans,1
reed,1
corrective,1
documented,1
slave,1
seafood,1
slaves,1
freed,1
sexual,1
predators,1
elite,1
boardrooms,1
revealing,1
countless,1
scandal,1
resignation,1
searched,1
undeterred,1
pushback,1
vilification,1
reckoning,1
preamble,1
patriotism,1
w,1
e,1
du,2
bois,2
cautioned,1
falsification,1
relating,1
distressed,1
deceitfully,1
reconstruction,1
assail,1
stagger,1
hideous,1
frightful,1
wrongs,1
ascertainable,1
shares,1
arduous,1
tortuous,1
honoring,1
